Class,Order,Family,Species,Common Name,Cvalue
Osteichthyes,Cypriniformes,Cyprinidae,Cirrhinus mrigala,Mrigal,1.37
Osteichthyes,Cypriniformes,Cyprinidae,Ctenopharyngodon idella,Grass carp,1.24
Osteichthyes,Cypriniformes,Cyprinidae,Ctenopharyngodon idellus,Grass carp,1
Osteichthyes,Cypriniformes,Cyprinidae,Ctenopharyngodon idellus,Grass carp,1
Osteichthyes,Cypriniformes,Cyprinidae,Ctenopharyngodon idellus,Grass carp,1
Osteichthyes,Cypriniformes,Cyprinidae,Ctenopharyngodon idellus,Grass carp,1.02
Osteichthyes,Cypriniformes,Cyprinidae,Ctenopharyngodon idellus,Grass carp,1.03
Osteichthyes,Cypriniformes,Cyprinidae,Ctenopharyngodon idellus,Grass carp,1.05
Osteichthyes,Cypriniformes,Cyprinidae,Ctenopharyngodon idellus,Grass carp,1.09
Osteichthyes,Cypriniformes,Cyprinidae,Culter erythropterus,Predatory carp,1.18
Osteichthyes,Cypriniformes,Cyprinidae,Culter mongolicus mongolicus,N/A,1.12
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinella callistia,Alabama shiner,1.03
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinella camura,Bluntface shiner,1.2
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinella lepida,Plateau shiner,1.27
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinella lutrensis,Red shiner,1.19
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinella proserpina,Proserpine shiner,1.45
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinella trichroistia,Tricolor shiner,1.14
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinella venusta,Blacktail shiner,1.21
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinella whipplii,Steelcolour shiner,1.25
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio,Common carp,1.37
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.61
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.7
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.7
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.72
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.73
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.74
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.75
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.75
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.82
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.82
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.82
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.85
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.87
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.9
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,1.9
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio carpio,Common carp,2.03
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio chilia,Common carp,1.65
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus carpio rubrofuscus,Common carp,1.7
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus daliensis,Carp,1.55
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus longipectoralis,Carp,1.85
Osteichthyes,Cypriniformes,Cyprinidae,Cyprinus pelligrini barbatus,Carp,1.75
Osteichthyes,Cypriniformes,Cyprinidae,Danio albolineatus,Pearl danio,1.42
Osteichthyes,Cypriniformes,Cyprinidae,Danio malabricus,Malabar danio,1.4
Osteichthyes,Cypriniformes,Cyprinidae,Danio malabricus,Malabar danio,2.2
Osteichthyes,Cypriniformes,Cyprinidae,Danio rerio,Zebra danio,1.68
Osteichthyes,Cypriniformes,Cyprinidae,Danio rerio,Zebra danio,1.75
Osteichthyes,Cypriniformes,Cyprinidae,Danio rerio,Zebra danio,1.78
Osteichthyes,Cypriniformes,Cyprinidae,Danio rerio,Zebra danio,1.8
Osteichthyes,Cypriniformes,Cyprinidae,Danio rerio,Zebra danio,2.28
Osteichthyes,Cypriniformes,Cyprinidae,Dionda argentosa,Minnow,1.04
Osteichthyes,Cypriniformes,Cyprinidae,Dionda diaboli,Devils River minnow,1
Osteichthyes,Cypriniformes,Cyprinidae,Dionda episcopa,Roundnose minnow,1.04
Osteichthyes,Cypriniformes,Cyprinidae,Dionda episcopa,Roundnose minnow,1.07
Osteichthyes,Cypriniformes,Cyprinidae,Dionda serena,Minnow,0.99
Osteichthyes,Cypriniformes,Cyprinidae,Dionda sp.,Minnow,1.01
Osteichthyes,Cypriniformes,Cyprinidae,Diptychus sp.,N/A,2.45
Osteichthyes,Cypriniformes,Cyprinidae,Elopichthys bambusa,Yellowcheek carp,1.05
Osteichthyes,Cypriniformes,Cyprinidae,Epalzeorhynchos bicolor,Redtail sharkminnow,1.23
Osteichthyes,Cypriniformes,Cyprinidae,Epalzeorhynchos bicolor,Redtail sharkminnow,1.3
Osteichthyes,Cypriniformes,Cyprinidae,Epalzeorhynchos frenatum,Rainbow sharkminnow,1.22
Osteichthyes,Cypriniformes,Cyprinidae,Erythroculter ilishaeformis,Predatory carp,0.91
Osteichthyes,Cypriniformes,Cyprinidae,Garra cambodgiensis,Stonelapping minnow,1.1
Osteichthyes,Cypriniformes,Cyprinidae,Garra gotyla,Sucker head,1.08
Osteichthyes,Cypriniformes,Cyprinidae,Gnathopogon elongatus,N/A,1
Osteichthyes,Cypriniformes,Cyprinidae,Gnathopogon elongatus,N/A,1.22
Osteichthyes,Cypriniformes,Cyprinidae,Gobio albipinnatus,White-finned gudgeon,1.71
Osteichthyes,Cypriniformes,Cyprinidae,Gobio gobio,Gudgeon,1.4
Osteichthyes,Cypriniformes,Cyprinidae,Gobio gobio,Gudgeon,1.65
Osteichthyes,Cypriniformes,Cyprinidae,Gobio gobio,Gudgeon,1.73
Osteichthyes,Cypriniformes,Cyprinidae,Gobio kessleri,Kessler's gudgeon,1.83
Osteichthyes,Cypriniformes,Cyprinidae,Hemibarbus labeo,Barbel steed,0.95
Osteichthyes,Cypriniformes,Cyprinidae,Hemibarbus labeo,Barbel steed,1.05
Osteichthyes,Cypriniformes,Cyprinidae,Hemibarbus labeo,Barbel steed,1.17
Osteichthyes,Cypriniformes,Cyprinidae,Hemibarbus labeo,Barbel steed,1.28
Osteichthyes,Cypriniformes,Cyprinidae,Hemibarbus longirostris,Steed,1.08
Osteichthyes,Cypriniformes,Cyprinidae,Hemibarbus maculatus,Spotted steed,1.15
Osteichthyes,Cypriniformes,Cyprinidae,Hemiculter leucisculus,Sharpbelly,1.22
Osteichthyes,Cypriniformes,Cyprinidae,Hemigrammocypris rasborella,N/A,0.9
Osteichthyes,Cypriniformes,Cyprinidae,Hemitremia flammea,Flame chub,1.19
Osteichthyes,Cypriniformes,Cyprinidae,Hybognathus placitus,Plains minnow,1.41
Osteichthyes,Cypriniformes,Cyprinidae,Hypophthalmichthys molitrix,Silver carp,0.97
Osteichthyes,Cypriniformes,Cyprinidae,Hypophthalmichthys molitrix,Silver carp,1
Osteichthyes,Cypriniformes,Cyprinidae,Hypophthalmichthys molitrix,Silver carp,1.01
Osteichthyes,Cypriniformes,Cyprinidae,Hypophthalmichthys molitrix,Silver carp,1.02
Osteichthyes,Cypriniformes,Cyprinidae,Ischikauia steenackeri,N/A,1.29
Osteichthyes,Cypriniformes,Cyprinidae,Labeo bata,Bata,1.36
Osteichthyes,Cypriniformes,Cyprinidae,Labeo calbasu,Orangefin labeo,0.95
Osteichthyes,Cypriniformes,Cyprinidae,Labeo calbasu,Orangefin labeo,1.04
Osteichthyes,Cypriniformes,Cyprinidae,Labeo catla,Catla,1.22
Osteichthyes,Cypriniformes,Cyprinidae,Labeo chrysophekadion,Black sharkminnow,1.1
Osteichthyes,Cypriniformes,Cyprinidae,Labeo chrysophekadion,Black sharkminnow,1.2
Osteichthyes,Cypriniformes,Cyprinidae,Labeo chrysophekadion,Black sharkminnow,1.4
Osteichthyes,Cypriniformes,Cyprinidae,Labeo fimbriatus,Fringed-lipped peninsula carp,0.64
Osteichthyes,Cypriniformes,Cyprinidae,Labeo gonius,Kuria labeo,1.05
Osteichthyes,Cypriniformes,Cyprinidae,Labeo rohita,Roho labeo,1.45
Osteichthyes,Cypriniformes,Cyprinidae,Labeo rohita,Rohu labeo,1.99
Osteichthyes,Cypriniformes,Cyprinidae,Lavinia exilicauda,Hitch,1.25
Osteichthyes,Cypriniformes,Cyprinidae,Leuciscus aradensis,N/A,1.18
Osteichthyes,Cypriniformes,Cyprinidae,Leuciscus carolitertii,N/A,1.22
Osteichthyes,Cypriniformes,Cyprinidae,Leuciscus cephalus,Chub,1.27
Osteichthyes,Cypriniformes,Cyprinidae,Leuciscus cephalus,Chub,1.33
Osteichthyes,Cypriniformes,Cyprinidae,Leuciscus cephalus,Chub,1.33
Osteichthyes,Cypriniformes,Cyprinidae,Leuciscus idus,Ide,1.3
Osteichthyes,Cypriniformes,Cyprinidae,Leuciscus idus,Ide,1.5
Osteichthyes,Cypriniformes,Cyprinidae,Leuciscus leuciscus,Common dace,1.19
Osteichthyes,Cypriniformes,Cyprinidae,Leuciscus leuciscus,Common dace,1.28
Osteichthyes,Cypriniformes,Cyprinidae,Leuciscus pyrenaicus,N/A,1.21
Osteichthyes,Cypriniformes,Cyprinidae,Luxilus chrysocephalus,Striped shiner,1.15
Osteichthyes,Cypriniformes,Cyprinidae,Luxilus pilsbryi,Duskystripe shiner,1.24
Osteichthyes,Cypriniformes,Cyprinidae,Lythrurus ardens,Rosefin shiner,1.25
Osteichthyes,Cypriniformes,Cyprinidae,Lythrurus bellus,Pretty shiner,1.31
Osteichthyes,Cypriniformes,Cyprinidae,Lythrurus umbratilis,Redfin shiner,1.33
Osteichthyes,Cypriniformes,Cyprinidae,Macrhybopsis aestivalis,Speckled chub,1.25
Osteichthyes,Cypriniformes,Cyprinidae,Megalobrama amblycephala,Blunt snout bream,1.35
Osteichthyes,Cypriniformes,Cyprinidae,Megalobrama amblycephala,Wuchang bream,1.12
Osteichthyes,Cypriniformes,Cyprinidae,Megalobrama amblycephala,Wuchang bream,1.17
Osteichthyes,Cypriniformes,Cyprinidae,Megalobrama amblycephala,Wuchang bream,1.2
Osteichthyes,Cypriniformes,Cyprinidae,Megalobrama amblycephala,Wuchang bream,1.2
Osteichthyes,Cypriniformes,Cyprinidae,Moroco jouyi,N/A,1.52
Osteichthyes,Cypriniformes,Cyprinidae,Moroco lagwoski,N/A,1.02
Osteichthyes,Cypriniformes,Cyprinidae,Moroco oxcephalus,N/A,1.11
Osteichthyes,Cypriniformes,Cyprinidae,Mylopharodon conocephalus,Hardhead,1.33
Osteichthyes,Cypriniformes,Cyprinidae,Mylopharyngodon piceus,Black carp,1.05
Osteichthyes,Cypriniformes,Cyprinidae,Mylopharyngodon piceus,Black carp,1.06
Osteichthyes,Cypriniformes,Cyprinidae,Nocomis asper,Redspot chub,1.25
Osteichthyes,Cypriniformes,Cyprinidae,Nocomis leptocephalus,Bluehead chub,1.25
Osteichthyes,Cypriniformes,Cyprinidae,Notemigonus crysoleucas,Golden shiner,1.14
Osteichthyes,Cypriniformes,Cyprinidae,Notropis amabilis,Texas shiner,1.23
Osteichthyes,Cypriniformes,Cyprinidae,Notropis atherinoides,Emerald shiner,1.19
Osteichthyes,Cypriniformes,Cyprinidae,Notropis atrocaudalis,Blackspot shiner,1.45
Osteichthyes,Cypriniformes,Cyprinidae,Notropis baileyi,Rough shiner,1.4
Osteichthyes,Cypriniformes,Cyprinidae,Notropis boops,Bigeye shiner,1.1
Osteichthyes,Cypriniformes,Cyprinidae,Notropis braytoni,Tamaulipas shiner,1.25
Osteichthyes,Cypriniformes,Cyprinidae,Notropis buccatus,Silverjaw minnow,1.13
Osteichthyes,Cypriniformes,Cyprinidae,Notropis chrosomus,Rainbow shiner,1.24
Osteichthyes,Cypriniformes,Cyprinidae,Notropis girardi,Arkansas River shiner,1.17
Osteichthyes,Cypriniformes,Cyprinidae,Notropis nubilus,Ozark minnow,1.19
Osteichthyes,Cypriniformes,Cyprinidae,Notropis oxyrhynchus,Sharpnose shiner,1.04
Osteichthyes,Cypriniformes,Cyprinidae,Notropis potteri,Chub shiner,1.18
Osteichthyes,Cypriniformes,Cyprinidae,Notropis rubellus,Rosyface shiner,1.19
Osteichthyes,Cypriniformes,Cyprinidae,Notropis shumardi,Silverband shiner,1.36
Osteichthyes,Cypriniformes,Cyprinidae,Notropis stilbius,Silverstripe shiner,1.27
Osteichthyes,Cypriniformes,Cyprinidae,Notropis stramineus,Sand shiner,1.26
Osteichthyes,Cypriniformes,Cyprinidae,Notropis texanus,Weed shiner,1.37
Osteichthyes,Cypriniformes,Cyprinidae,Notropis volucellus,Mimic shiner,1.26
Osteichthyes,Cypriniformes,Cyprinidae,Ochetobius elongatus,N/A,1.06
Osteichthyes,Cypriniformes,Cyprinidae,Opsariichthys uncirostris,Triplelip,1.15
Osteichthyes,Cypriniformes,Cyprinidae,Opsariichthys uncirostris,Triplelip,1.67
Osteichthyes,Cypriniformes,Cyprinidae,Opsopoeodus emiliae,Pugnose minnow,1.04
Osteichthyes,Cypriniformes,Cyprinidae,Parabramis pekinesis,White amur bream,0.98
Osteichthyes,Cypriniformes,Cyprinidae,Paracanthobrama guichenoti,N/A,1.26
Osteichthyes,Cypriniformes,Cyprinidae,Paracanthobrama guichenoti,N/A,1.29
Osteichthyes,Cypriniformes,Cyprinidae,Percocypris pingi,N/A,2.3
Osteichthyes,Cypriniformes,Cyprinidae,Pethia ticto,Ticto barb,0.7
Osteichthyes,Cypriniformes,Cyprinidae,Phenacobius catostomus,Riffle minnow,1.63
Osteichthyes,Cypriniformes,Cyprinidae,Phenacobius mirabilis,Suckermouth minnow,1.62
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus 2 eos-neogaeus,Hybrid (triploid),2.14
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus 2 eos-neogaeus,Hybrid (triploid),2.49
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus eos,Northern redbelly dace,1.42
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus eos,Northern redbelly dace,1.64
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus eos-neogaeus,Hybrid (diploid),1.75
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus eos-neogaeus-oreas,Hybrid (triploid),2.13
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus erythrogaster,Southern redbelly dace,1.32
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus neogaeus,Finescale dace,1.41
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus neogaeus,Finescale dace,1.57
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus neogaeus,Finescale dace,1.83
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus oreas,N/A,1.27
Osteichthyes,Cypriniformes,Cyprinidae,Phoxinus phoxinus,Eurasian minnow,1.15
Osteichthyes,Cypriniformes,Cyprinidae,Pimephales notatus,Bluntnose minnow,1.12
Osteichthyes,Cypriniformes,Cyprinidae,Pimephales notatus,Bluntnose minnow,1.2
Osteichthyes,Cypriniformes,Cyprinidae,Pimephales promelas,Fathead minnow,1.11
Osteichthyes,Cypriniformes,Cyprinidae,Pimephales vigilax,Bullhead minnow,1.11
Osteichthyes,Cypriniformes,Cyprinidae,Platypharodon extremus,N/A,1.49
Osteichthyes,Cypriniformes,Cyprinidae,Pseudogobio esocinus,N/A,1.53
Osteichthyes,Cypriniformes,Cyprinidae,Pseudogobio esocinus,N/A,1.65
Osteichthyes,Cypriniformes,Cyprinidae,Pseudolaubuca sinensis,N/A,1.35
Osteichthyes,Cypriniformes,Cyprinidae,Pseudorasbora parva,Stone moroko,1.21
Osteichthyes,Cypriniformes,Cyprinidae,Pseudorasbora parva,Stone moroko,1.26
Osteichthyes,Cypriniformes,Cyprinidae,Pseudorasbora parva,Stone moroko,1.41
Osteichthyes,Cypriniformes,Cyprinidae,Pseudorasbora parva,Stone moroko,1.45
Osteichthyes,Cypriniformes,Cyprinidae,Pseudorasbora parva,Stone moroko,1.52
Osteichthyes,Cypriniformes,Cyprinidae,Pseudorasbora parva,Stone moroko,1.7
Osteichthyes,Cypriniformes,Cyprinidae,Ptychocheilus grandis,Sacrament pikeminnow,1.29
Osteichthyes,Cypriniformes,Cyprinidae,Ptychocheilus lucius,Colorado pikeminnow,1.26
Osteichthyes,Cypriniformes,Cyprinidae,Ptychocheilus oregonensis,Northern pikeminnow,1.38
Osteichthyes,Cypriniformes,Cyprinidae,Ptychocheilus umpquae,Umpqua pikeminnow,1.27-1.41
Osteichthyes,Cypriniformes,Cyprinidae,Pungtungia herzi,N/A,1.49
Osteichthyes,Cypriniformes,Cyprinidae,Puntius conchonius,Rosy barb,0.84
Osteichthyes,Cypriniformes,Cyprinidae,Puntius conchonius,Rosy barb,0.97
Osteichthyes,Cypriniformes,Cyprinidae,Puntius conchonius,Rosy barb,0.99
Osteichthyes,Cypriniformes,Cyprinidae,Puntius everetti,Clown barb,0.89
Osteichthyes,Cypriniformes,Cyprinidae,Puntius everetti,Clown barb,0.99
Osteichthyes,Cypriniformes,Cyprinidae,Puntius fasciatus,Barb,0.77
Osteichthyes,Cypriniformes,Cyprinidae,Puntius orphoides,Barb,0.77
Osteichthyes,Cypriniformes,Cyprinidae,Puntius sachsii,Goldfinned barb,1
Osteichthyes,Cypriniformes,Cyprinidae,Puntius semifasciolatus,Chinese barb,0.87
Osteichthyes,Cypriniformes,Cyprinidae,Puntius sophore,Pool barb,0.71
Osteichthyes,Cypriniformes,Cyprinidae,Puntius tetrazona,Sumatra barb,0.7
Osteichthyes,Cypriniformes,Cyprinidae,Puntius tetrazona,Sumatra barb,0.71
Osteichthyes,Cypriniformes,Cyprinidae,Puntius tetrazona,Sumatra barb,0.75
Osteichthyes,Cypriniformes,Cyprinidae,Puntius tetrazona,Sumatra barb,0.96
Osteichthyes,Cypriniformes,Cyprinidae,Puntius tetrazona,Sumatra barb,1
Osteichthyes,Cypriniformes,Cyprinidae,Puntius ticto ticto,Ticto barb,0.91
Osteichthyes,Cypriniformes,Cyprinidae,Puntius titteya,Cherry barb,1.2
Osteichthyes,Cypriniformes,Cyprinidae,Rasbora borapetensis,Blackline rasbora,1.44
Osteichthyes,Cypriniformes,Cyprinidae,Rhinichthys atratulus,Blacknose dace,1.29
Osteichthyes,Cypriniformes,Cyprinidae,Rhodeus amarus,N/A,1.06
Osteichthyes,Cypriniformes,Cyprinidae,Rhodeus ocellatus ocellatus,Rosy bitterling,0.95
Osteichthyes,Cypriniformes,Cyprinidae,Rhodeus ocellatus ocellatus,Rosy bitterling,1
Osteichthyes,Cypriniformes,Cyprinidae,Rhodeus ocellatus ocellatus,Rosy bitterling,1.12
Osteichthyes,Cypriniformes,Cyprinidae,Rhodeus sericeus,Bitterling,1.07
Osteichthyes,Cypriniformes,Cyprinidae,Richardsonius balteatus,Redside shiner,1.27
Osteichthyes,Cypriniformes,Cyprinidae,Richardsonius egregius,Lahontan redside,1.35
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus alburnoides,N/A,1.21
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus alburnoides,N/A,1.23
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus arcasii,N/A,1.42
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus lemmingii,N/A,1.42
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus lusitanicus,N/A,1.41
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus macrolepidotus,N/A,1.41
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus rutilus,Roach,0.97
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus rutilus,Roach,0.98
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus rutilus,Roach,1.08
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus rutilus,Roach,1.11
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus rutilus,Roach,1.21
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus rutilus,Roach,1.32
Osteichthyes,Cypriniformes,Cyprinidae,Rutilus rutilus,Roach,1.51
Osteichthyes,Cypriniformes,Cyprinidae,Sahyadria denisonii,Denison barb,1.26
Osteichthyes,Cypriniformes,Cyprinidae,Sarcocheilichthys nigripinnis,Rainbow gudgeon,1.21
Osteichthyes,Cypriniformes,Cyprinidae,Sarcocheilichthys nigripinnis,Rainbow gudgeon,1.25
Osteichthyes,Cypriniformes,Cyprinidae,Sarcocheilichthys nigripinnis,Rainbow gudgeon,1.54
Osteichthyes,Cypriniformes,Cyprinidae,Sarcocheilichthys variegatus variegatus,N/A,1.2
Osteichthyes,Cypriniformes,Cyprinidae,Sarcocheilichthys variegatus variegatus,N/A,1.21
Osteichthyes,Cypriniformes,Cyprinidae,Sarcocheilichthys variegatus variegatus,N/A,1.39
Osteichthyes,Cypriniformes,Cyprinidae,Scardinius erythrophthalmus,Rudd,0.94
Osteichthyes,Cypriniformes,Cyprinidae,Scardinius erythrophthalmus,Rudd,0.98
Osteichthyes,Cypriniformes,Cyprinidae,Scardinius erythrophthalmus,Rudd,1.41
Osteichthyes,Cypriniformes,Cyprinidae,Scardinius erythrophthalmus,Rudd,1.71
Osteichthyes,Cypriniformes,Cyprinidae,Schizothorax grahami,N/A,3.25
Osteichthyes,Cypriniformes,Cyprinidae,Schizothorax oconnori,N/A,1.53
Osteichthyes,Cypriniformes,Cyprinidae,Schizothorax richardsonii,Snowtrout,1.24
Osteichthyes,Cypriniformes,Cyprinidae,Schizothorax sp.,N/A,3.5
Osteichthyes,Cypriniformes,Cyprinidae,Schizothorax taliensis,N/A,3.45
Osteichthyes,Cypriniformes,Cyprinidae,Semotilus atromaculatus,Creek chub,1.26
Osteichthyes,Cypriniformes,Cyprinidae,Semotilus corporalis,Fallfish,1.23
Osteichthyes,Cypriniformes,Cyprinidae,Sinocyclocheilus grahami tingi,N/A,2.35
Osteichthyes,Cypriniformes,Cyprinidae,Sinocyclocheilus maculatus,N/A,2.3
Osteichthyes,Cypriniformes,Cyprinidae,Squalidus gracilis,N/A,1.25
Osteichthyes,Cypriniformes,Cyprinidae,Systomus sarana,Olive barb,0.67
Osteichthyes,Cypriniformes,Cyprinidae,Tanakia lanceolata,N/A,1.03
Osteichthyes,Cypriniformes,Cyprinidae,Tanakia lanceolata,N/A,1.03
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,0.81
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,0.85
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,0.93
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,0.95
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,0.97
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,0.98
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,1.01
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,1.02
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,1.04
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,1.05
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,1.05
Osteichthyes,Cypriniformes,Cyprinidae,Tinca tinca,Tench,1.13
Osteichthyes,Cypriniformes,Cyprinidae,Tor chelynoides,Dark mahseer,1.23
Osteichthyes,Cypriniformes,Cyprinidae,Tor putitora,Putitor mahseer,1.21
Osteichthyes,Cypriniformes,Cyprinidae,Tribolodon hakuensis,N/A,0.9
Osteichthyes,Cypriniformes,Cyprinidae,Xenocrepis davidi,Yellowfin,1.42
Osteichthyes,Cypriniformes,Cyprinidae,Xenocrepis microlepis,Smallscale yellowfin,1.03
Osteichthyes,Cypriniformes,Cyprinidae,Zacco platypus,Freshwater minnow,0.95
Osteichthyes,Cypriniformes,Cyprinidae,Zacco platypus,Freshwater minnow,1.08
Osteichthyes,Cypriniformes,Cyprinidae,Zacco platypus,Freshwater minnow,1.1
Osteichthyes,Cypriniformes,Cyprinidae,Zacco platypus,Freshwater minnow,1.2
Osteichthyes,Cypriniformes,Cyprinidae,Zacco temmincki,Dark chub,1.16
Osteichthyes,Cypriniformes,Cyprinidae,Zacco temmincki,Dark chub,1.45
Osteichthyes,Cypriniformes,Danionidae,Amblypharyngodon mola,Mola carplet,1.22
Osteichthyes,Cypriniformes,Danionidae,Barilius bendelisis,Danio,1.22
Osteichthyes,Cypriniformes,Danionidae,Barilius vagra,Danio,1.22
Osteichthyes,Cypriniformes,Danionidae,Devario malabaricus,Malabar danio,0.79
Osteichthyes,Cypriniformes,Danionidae,Rasbora dandia,Broad striped rasbora,0.85
Osteichthyes,Cypriniformes,Danionidae,Securicula gora,Danio,0.68
Osteichthyes,Cypriniformes,Gyrinocheilidae,Gyrinocheilus aymonieri,Chinese algae-eater,0.51
Osteichthyes,Cypriniformes,Gyrinocheilidae,Gyrinocheilus aymonieri,Chinese algae-eater,0.61
Osteichthyes,Cypriniformes,Gyrinocheilidae,Gyrinocheilus aymonieri,Chinese algae-eater,0.62
Osteichthyes,Cypriniformes,Gyrinocheilidae,Gyrinocheilus aymonieri,Chinese algae-eater,0.65
Osteichthyes,Cypriniformes,Nemacheilidae,Barbatuala toni,Loach,0.74
Osteichthyes,Cypriniformes,Nemacheilidae,Lefua costata,Eightbarbel loach,1.2
Osteichthyes,Cypriniformes,Nemacheilidae,Triplophysa rosa,Stone loach,0.88
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Aphyosemion coeruleum,Blue gularis,1.2
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Aplocheilus panchax,Blue panchax,0.72
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Aplocheilus panchax,Blue panchax,0.75
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias alexandri,Annual killifish,2.62
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias charrua,Annual killifish,3.07
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias cheradophilus,Annual killifish,3.01
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias cinereus,Annual killifish,2.81
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias elongatus,Annual killifish,3.01
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias gymnoventris,Annual killifish,2.74
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias luteoflammulatus,Annual killifish,3.09
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias melanoorus,Annual killifish,2.81
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias nigripinnis,Annual killifish,2.82
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias prognathus,Annual killifish,3.49
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias quirogai,Annual killifish,3.16
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias reicherti,Annual killifish,3.2
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias vazferreirai,Annual killifish,2.87
Osteichthyes,Cyprinodontiformes,Aplocheilidae,Austrolebias viarius,Annual killifish,2.98
