Family,Genus,Species,Subspecies,Cvalue,Source
Orchidaceae,Paphiopedilum,gratrixianum,,25,"Cox et al.,1996"
Orchidaceae,Paphiopedilum,javanicum,,25.3,"Hanson et al.,1999"
Orchidaceae,Paphiopedilum,bullenianum,var. celebesense,25.8,"Hanson et al.,1999"
Orchidaceae,Paphiopedilum,lawrenceanum,,26.1,"Hanson et al.,1999"
Orchidaceae,Paphiopedilum,druryi,,26.6,"Cox et al.,1996"
Orchidaceae,Paphiopedilum,adductum,,27,"Hanson et al.,1999"
Orchidaceae,Paphiopedilum,purpuratum,,27.1,"Hanson et al.,1999"
Orchidaceae,Paphiopedilum,tonsum,,28.2,"Cox et al.,1996"
Orchidaceae,Cypripedium,formosanum,,28.5,"Cox et al.,1996"
Orchidaceae,Paphiopedilum,mastersianum,,29.6,"Cox et al.,1996"
Orchidaceae,Paphiopedilum,sukhakulii,,29.7,"Cox et al.,1996"
Orchidaceae,Paphiopedilum,ciliolare,,30.5,"Hanson et al.,1999"
Orchidaceae,Cypripedium,japonicum,var. formosanum,32,"Hanson et al.,1999"
Orchidaceae,Cypripedium,calceolus,,32.35,"Hanson et al.,1999"
Orchidaceae,Cypripedium,pubescens,,32.4,"Cox et al.,1996"
Orchidaceae,Paphiopedilum,appletonianum,,32.4,"Cox et al.,1996"
Orchidaceae,Paphiopedilum,barbatum,,33.8,"Cox et al.,1996"
Orchidaceae,Paphiopedilum,wardii,,34.5,"Cox et al.,1996"
Orchidaceae,Paphiopedilum,dianthum,,35.9,"Hanson et al.,1999"
Orchidaceae,Cypripedium,flavum,,36.41,"Veselý et al.,2012"
Orchidaceae,Cypripedium,macranthos,,37.4,"Hanson et al.,1999"
Orchidaceae,Cypripedium,henryi,,38.8,"Hanson et al.,1999"
Orchidaceae,Cypripedium,acaule,,44.84,"Sonnier,2016"
Passifloraceae,Passiflora,organensis,,0.21,"Yotoko et al.,2011"
Passifloraceae,Passiflora,micropetala,,0.25,"Yotoko et al.,2011"
Passifloraceae,Passiflora,misera,,0.25,"Yotoko et al.,2011"
Passifloraceae,Passiflora,leptoclada,,0.26,"Yotoko et al.,2011"
Passifloraceae,Passiflora,palmeri,,0.26,"Yotoko et al.,2011"
Passifloraceae,Passiflora,tulae,,0.28,"Yotoko et al.,2011"
Passifloraceae,Passiflora,tricuspis,,0.29,"Yotoko et al.,2011"
Passifloraceae,Passiflora,pohlii,,0.3,"Yotoko et al.,2011"
Passifloraceae,Passiflora,capsularis,,0.32,"Yotoko et al.,2011"
Passifloraceae,Passiflora,vespertilio,,0.33,"Yotoko et al.,2011"
Passifloraceae,Passiflora,foetida,,0.48,"Yotoko et al.,2011"
Passifloraceae,Passiflora,morifolia,,0.51,"Yotoko et al.,2011"
Passifloraceae,Passiflora,incarnata,,0.66,"Yotoko et al.,2011"
Passifloraceae,Passiflora,suberosa,,0.68,"Yotoko et al.,2011"
Passifloraceae,Turnera,subulata,,0.69,"Lopez et al.,2011"
Passifloraceae,Passiflora,truncata,,0.7,"Yotoko et al.,2011"
Passifloraceae,Passiflora,edmundoii,,0.76,"Yotoko et al.,2011"
Passifloraceae,Turnera,grandiflora,,0.81,"Lopez et al.,2011"
Passifloraceae,Passiflora,deidamioides,,0.82,"Yotoko et al.,2011"
Passifloraceae,Passiflora,hatschbachii,,0.88,"Yotoko et al.,2011"
Passifloraceae,Passiflora,ischnoclada,,0.9,"Yotoko et al.,2011"
Passifloraceae,Turnera,krapovickasii,,0.92,"Lopez et al.,2011"
Passifloraceae,Passiflora,sidifolia,,0.93,"Yotoko et al.,2011"
Passifloraceae,Passiflora,jilekii,,0.93,"Yotoko et al.,2011"
Passifloraceae,Passiflora,auriculata,,0.99,"Yotoko et al.,2011"
Passifloraceae,Passiflora,actinia,,1.06,"Yotoko et al.,2011"
Passifloraceae,Passiflora,racemosa,,1.08,"Yotoko et al.,2011"
Passifloraceae,Passiflora,campanulata,,1.2,"Yotoko et al.,2011"
Passifloraceae,Passiflora,eichleriana,,1.21,"Yotoko et al.,2011"
Passifloraceae,Passiflora,kermesina,,1.24,"Yotoko et al.,2011"
Passifloraceae,Passiflora,edulis,,1.26,"Yotoko et al.,2011"
Passifloraceae,Passiflora,iodocarpa,,1.3,"Yotoko et al.,2011"
Passifloraceae,Passiflora,watsoniana,,1.31,"Yotoko et al.,2011"
Passifloraceae,Passiflora,loefgrenii,,1.31,"Yotoko et al.,2011"
Passifloraceae,Passiflora,subrotunda,,1.32,"Yotoko et al.,2011"
Passifloraceae,Passiflora,cerasina,,1.32,"Yotoko et al.,2011"
Passifloraceae,Turnera,subulata,,1.34,"Lopez et al.,2011"
Passifloraceae,Passiflora,coccinea,,1.34,"Yotoko et al.,2011"
Passifloraceae,Turnera,ulmifolia,var. ulmifolia,1.38,"Lopez et al.,2011"
Passifloraceae,Turnera,campaniflora,,1.38,"Lopez et al.,2011"
Passifloraceae,Passiflora,caerulea,,1.39,"Yotoko et al.,2011"
Passifloraceae,Passiflora,galbana,,1.39,"Yotoko et al.,2011"
Passifloraceae,Passiflora,serratodigitata,,1.39,"Yotoko et al.,2011"
Passifloraceae,Passiflora,marifloia,,1.39,"Souza et al.,2003"
Passifloraceae,Passiflora,foetida,,1.39,"Souza et al.,2003"
Passifloraceae,Passiflora,miersii,,1.4,"Souza et al.,2003"
Passifloraceae,Passiflora,pilosicorona,,1.4,"Yotoko et al.,2011"
Passifloraceae,Passiflora,ligularis,,1.41,"Yotoko et al.,2011"
Passifloraceae,Passiflora,vitifolia,,1.41,"Yotoko et al.,2011"
Passifloraceae,Passiflora,cincinnata,,1.42,"Souza et al.,2003"
Passifloraceae,Passiflora,coerulea,,1.45,"Zonneveld et al.,2005"
Passifloraceae,Passiflora,antioquiensis,,1.5,"Ingle et al.,1975"
Passifloraceae,Passiflora,lutea,,1.5,"Veselý et al.,2012"
Passifloraceae,Passiflora,mucronata,,1.51,"Yotoko et al.,2011"
Passifloraceae,Passiflora,urubiciensis,,1.58,"Yotoko et al.,2011"
Passifloraceae,Passiflora,platyloba,,1.64,"Yotoko et al.,2011"
Passifloraceae,Passiflora,amethystina,,1.68,"Souza et al.,2003"
Passifloraceae,Turnera,krapovickasii,,1.68,"Lopez et al.,2011"
Passifloraceae,Passiflora,gibertii,,1.71,"Yotoko et al.,2011"
Passifloraceae,Turnera,occidentalis,,1.75,"Lopez et al.,2011"
Passifloraceae,Turnera,cuneiformis,,1.78,"Lopez et al.,2011"
Passifloraceae,Turnera,orientalis,,1.79,"Lopez et al.,2011"
Passifloraceae,Passiflora,pentagona,,1.84,"Souza et al.,2003"
Passifloraceae,Passiflora,nitida,,1.85,"Yotoko et al.,2011"
Passifloraceae,Passiflora,maliformis,,1.89,"Souza et al.,2003"
Passifloraceae,Passiflora,gardneri,,1.92,"Yotoko et al.,2011"
Passifloraceae,Passiflora,laurifolia,,1.94,"Souza et al.,2004"
Passifloraceae,Turnera,grandidentata,,1.98,"Lopez et al.,2011"
Passifloraceae,Passiflora,caparidifolia,,2.05,"Yotoko et al.,2011"
Passifloraceae,Turnera,velutina,,2.17,"Lopez et al.,2011"
Passifloraceae,Passiflora,picturata,,2.17,"Yotoko et al.,2011"
Passifloraceae,Passiflora,alata,,2.21,"Yotoko et al.,2011"
Passifloraceae,Passiflora,menispermifolia,,2.27,"Arumuganathan and Earle,1991"
Passifloraceae,Passiflora,quadrangularis,,2.68,"Souza et al.,2004"
Passifloraceae,Turnera,aurelii,,2.79,"Lopez et al.,2011"
Passifloraceae,Turnera,fernandezii,,2.97,"Lopez et al.,2011"
Rubiaceae,Catunaregam,spinosa,,0.35,"Ohri,2002"
Rubiaceae,Phyllis,nobla,,0.37,"Suda et al.,2005"
Rubiaceae,Coffea,sessiliflora,,0.4,"Cros et al.,1994"
Rubiaceae,Coffea,racemosa,,0.5,"Cros et al.,1994"
Rubiaceae,Coffea,mauritiana,,0.48,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,humblotiana,,0.49,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,boiviniana,,0.5,"Razafinarivo et al.,2012"
Rubiaceae,Galium,anisophyllon,agg. austriacum,0.51,"Vidic et al.,2009"
Rubiaceae,Galium,tinctorium,,0.51,"Sonnier,2016"
Rubiaceae,Coffea,vatovavyensis,,0.52,"Razafinarivo et al.,2012"
Rubiaceae,Serissa,serissoides,,0.5,"Kiehn,1986"
Rubiaceae,Coffea,bonnieri,,0.53,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,tsirananae,,0.53,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,myrtifolia,,0.54,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,tetragona,,0.54,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,mcphersonii,,0.54,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,pocsii,,0.54,"Noirot et al.,2003"
Rubiaceae,Coffea,mogenetti,,0.55,"Razafinarivo et al.,2012"
Rubiaceae,Galopina,circaeoides,,0.6,"Kiehn,1986"
Rubiaceae,Coffea,arenesiana,,0.56,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,pervilleana,,0.56,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,pseudozanguebariae,,0.57,"Noirot et al.,2003"
Rubiaceae,Coffea,jumellei,,0.57,"Razafinarivo et al.,2012"
Rubiaceae,Phyllis,viscosa,,0.6,"Kiehn,1986"
Rubiaceae,Psilanthus,ebracteolatus,,0.6,"Cros et al.,1994"
Rubiaceae,Coffea,costatifructa,,0.58,"Noirot et al.,2003"
Rubiaceae,Coffea,sakarahae,,0.58,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,mangoroensis,,0.58,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,ratsimamangae,,0.58,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,sahafaryensis,,0.58,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,ankaranensis,,0.59,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,macrocarpa,,0.59,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,augagneuri,,0.59,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,montis-sacri,,0.6,"Razafinarivo et al.,2012"
Rubiaceae,Vangueriopsis,lanciflora,,0.6,"Kiehn,1986"
Rubiaceae,Cephalanthus,occidentalis,,0.6,"Bai et al.,2012"
Rubiaceae,Coffea,dubardii,,0.6,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,homollei,,0.61,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,bertrandii,,0.61,"Razafinarivo et al.,2012"
Rubiaceae,Morinda,pubescens,,0.62,"Ohri et al.,2004"
Rubiaceae,Coffea,bernardiniana,,0.62,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,leroyi,,0.62,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,kianjavatensis,,0.62,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,vianneyi,,0.62,"Razafinarivo et al.,2012"
Rubiaceae,Putoria,calabrica,,0.6,"Kiehn,1986"
Rubiaceae,Coffea,abbayesii,,0.63,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,heimii,,0.63,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,lancifolia,var. auriculata J.-F.Leroy,0.63,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,betamponensis,,0.63,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,coursiana,,0.63,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,resinosa,,0.64,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,perrieri,,0.64,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,richardii,,0.64,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,stenophylla,,0.64,"Noirot et al.,2003"
Rubiaceae,Aidia,micrantha,,0.6,"Kiehn,1986"
Rubiaceae,Vangueria,infausta,,0.7,"Kiehn,1986"
Rubiaceae,Coffea,liberica,,0.7,"Cros et al.,1994"
Rubiaceae,Coffea,farafanganensis,,0.66,"Razafinarivo et al.,2012"
Rubiaceae,Coffea,kapakata,,0.66,"Noirot et al.,2003"
Rubiaceae,Adina,pilulifera,,0.7,"Kiehn,1986"
Rubiaceae,Coffea,eugenioides,,0.7,"Kiehn,1986"
Rubiaceae,Anthospermum,littoreum,,0.7,"Kiehn,1986"
Rubiaceae,Morinda,tinctoria,,0.7,"Ohri and Kumar,1986"
Rubiaceae,Sipanea,hispida,,0.7,"Kiehn,1986"
Rubiaceae,Galium,pestalozzae,,0.68,"Bou Dagher-Kharrat et al.,2013"
Rubiaceae,Anthocephalus,cadamba,,0.69,"Ohri et al.,2004"
Rubiaceae,Coffea,brevipes,,0.7,"Cros et al.,1994"
Rubiaceae,Coffea,millotii,,0.71,"Razafinarivo et al.,2012"
Rubiaceae,Gardenia,jasminoides,,0.71,"Zhang et al.,2013"
Rubiaceae,Coffea,canephora,,0.72,"Noirot et al.,2003"
Rubiaceae,Cruciata,glabra,,0.72,"Pustahija et al.,2013"
Rubiaceae,Coffea,anthonyi,,0.72,"Noirot et al.,2003"
Rubiaceae,Nenax,cinerea,,0.7,"Kiehn,1986"
Rubiaceae,Coffea,congensis,,0.74,"Noirot et al.,2003"
Rubiaceae,Coffea,salvatrix,,0.8,"Cros et al.,1994"
Rubiaceae,Crossopteryx,febrifuga,,0.8,"Kiehn,1986"
Rubiaceae,Adina,cordifolia,,0.83,"Ohri,2002"
Rubiaceae,Mitchella,repens,,0.86,"Bai et al.,2012"
Rubiaceae,Coffea,heterocalyx,,0.87,"Noirot et al.,2003"
Rubiaceae,Coffea,humilis,,0.88,"Noirot et al.,2003"
Rubiaceae,Anthospermum,usambarense,,0.9,"Kiehn,1986"
Rubiaceae,Galium,lanceolatum,,0.9,"Bai et al.,2012"
Rubiaceae,Mitriostigma,axillaris,,0.91,"Ohri et al.,2004"
Rubiaceae,Nenax,microphylla,,0.9,"Kiehn,1986"
Rubiaceae,Galium,prusense,,0.94,"Bou Dagher-Kharrat et al.,2013"
Rubiaceae,Mitragyna,parviflora,,0.97,"Ohri et al.,2004"
Rubiaceae,Anthospermum,spathulatum,subsp. spathulatum,1,"Kiehn,1986"
Rubiaceae,Galium,sterneri,,1,"Grime et al.,1985"
Rubiaceae,Psychotria,ipecacuanha,,1.03,"Rossi et al.,2008"
Rubiaceae,Anthospermum,ibityense,,1.2,"Kiehn,1986"
Rubiaceae,Asperula,tinctoria,,1.19,"Münzbergová,2009"
Rubiaceae,Coffea,arabica,cv. San Ramon,1.2,"Kiehn,1986"
Rubiaceae,Nertera,granadensis,,1.2,"Kiehn,1986"
Rubiaceae,Galium,libanoticum,,1.23,"Bou Dagher-Kharrat et al.,2013"
Rubiaceae,Coprosma,robusta,,1.3,"Kiehn,1986"
Rubiaceae,Gardenia,resiniflua,,1.3,"Ohri,2002"
Rubiaceae,Galium,palustre,,1.3,"Band,1984"
Rubiaceae,Houstonia,longifolia,,1.3,"Bai et al.,2012"
Rubiaceae,Haldina,cordifolia,,1.32,"Ohri,2002"
Rubiaceae,Coprosma,repens,,1.4,"Kiehn,1986"
Rubiaceae,xora,arborea,,1.39,"Ohri,2002"
Rubiaceae,Paederia,scandens,,1.4,"Kiehn,1986"
Rubiaceae,Galium,saxatile,,1.5,"Band,1984"
Rubiaceae,Plocama,pendula,,1.5,"Kiehn,1986"
Rubiaceae,Galium,aparine,,1.45,"Bai et al.,2012"
Rubiaceae,Galium,obtusum,subsp. obtusum,1.46,"Bai et al.,2012"
Rubiaceae,Myrmecodia,echinata,,1.52,"Zonneveld et al.,2005"
Rubiaceae,Hamelia,patens,var. patens,1.5,"Kiehn,1986"
Rubiaceae,Galium,boreale,,1.6,"Bai et al.,2012"
Rubiaceae,Galium,triflorum,,1.75,"Bai et al.,2012"
Rubiaceae,Nauclea,orientalis,,1.8,"Kiehn,1986"
Rubiaceae,Galium,austriacum,,1.79,"Pustahija et al.,2013"
Rubiaceae,Hymenodictyon,excelsum,,1.8,"Ohri,1996"
Rubiaceae,Galium,x pomeranicum,,1.87,"Vidic et al.,2009"
Rubiaceae,Pavetta,oliverana,,1.9,"Kiehn,1986"
Rubiaceae,Galium,mollugo,,1.88,"Vidic et al.,2009"
Rubiaceae,Galium,album,,1.89,"Temsch et al.,2010"
Rubiaceae,Galium,verum,,1.89,"Temsch et al.,2010"
Rubiaceae,Asperula,cynanchica,,1.93,"Münzbergová,2009"
Rubiaceae,Galium,concinnum,,1.95,"Bai et al.,2012"
Rubiaceae,Anthospermum,spathulatum,subsp. spathulatum,2.3,"Kiehn,1986"
Rubiaceae,Rubia,fruticosa,subsp. melanocarpa (Bornm.) Bramwell,2.76,"Suda et al.,2005"
Rubiaceae,Bouvardia,ternifolia,,3.4,"Kiehn,1986"
Rubiaceae,Oldenlandia,affinis,,4.31,"Qin et al.,2010"
Rubiaceae,Anthospermum,spathulatum,subsp. spathulatum,5.1,"Kiehn,1986"
Solanaceae,Solanum,chacoense,,0.6,"Bennett et al.,1976"
Solanaceae,Solanum,tripartitum,,0.6,"Bennett et al.,1976"
Solanaceae,Solanum,brevidens,,0.76,"Valkonen JPT.,1994"
Solanaceae,Solanum,pinnatisectum,,0.8,"Bennett et al.,1976"
Solanaceae,Solanum,etuberosum,,0.8,"Valkonen JPT.,1994"
Solanaceae,Calibrachoa,pygmaea,,0.78,"Mishiba et al.,2000"
Solanaceae,Solanum,vernei,,0.8,"Bennett et al.,1976"
Solanaceae,Solanum,fernandezianum,,0.8,"Valkonen JPT.,1994"
Solanaceae,Lycopersicon,pimpinellifolium,,0.9,"Bennett and Smith,1976"
Solanaceae,Petunia,parviflora,,0.9,"White and Rees,1985"
Solanaceae,Solanum,phureja,,0.9,"Bennett et al.,1976"
Solanaceae,Solanum,berthaultii,,0.87,"Arumuganathan and Earle,1991"
Solanaceae,Solanum,tucumanense,,0.9,"Bennett et al.,1976"
Solanaceae,Solanum,tuberosum,,0.89,"Marie & Brown,1993"
Solanaceae,Solanum,aviculare,,0.9,"Bennett et al.,1976"
Solanaceae,Solanum,sparsipilum,,0.9,"Anderson et al.,1985"
Solanaceae,Lycopersicon,cheesemanii,,0.92,"Arumuganathan and Earle,1991"
Solanaceae,Lycopersicon,hirsutum,,0.9,"Bennett and Smith,1976"
Solanaceae,Lycopersicon,humboldtii,,0.9,"Bennett and Smith,1976"
Solanaceae,Calibrachoa,parviflora,,0.96,"Mishiba et al.,2000"
Solanaceae,Solanum,melongena,,1,"Bennett et al.,1976"
Solanaceae,Solanum,seaforthianum,,1,"Bennett et al.,1976"
Solanaceae,Lycopersicon,racemiflorum,,1,"Bennett and Smith,1976"
Solanaceae,Lycopersicon,esculentum,cv. Alicante,1,"Bennett and Smith,1976"
Solanaceae,Lycopersicon,racemigerum,,1,"Bennett and Smith,1976"
Solanaceae,Solanum,nodiflorum,,1,"Bennett et al.,1976"
Solanaceae,Solanum,aculeastrum,,1.1,"Bennett et al.,1976"
Solanaceae,Solanum,lycopersicum,Stupické polní rané,1.06,"Kron & Husband,2012"
Solanaceae,Hyoscyamus,aureus,,1.07,"Bou Dagher-Kharrat et al.,2013"
Solanaceae,Solanum,dulcamara,,1.1,"Pustahija et al.,2013"
Solanaceae,Solanum,atropurpureum,,1.1,"Bennett et al.,1976"
Solanaceae,Lycopersicon,peruvianum,,1.14,"Arumuganathan and Earle,1991"
Solanaceae,Hyoscyamus,niger,,1.2,"Olszewska and Osiecka,1983"
Solanaceae,Solanum,polyadenium,,1.1,"Bennett et al.,1976"
Solanaceae,Solanum,incanum,,1.2,"Bennett et al.,1976"
Solanaceae,Petunia,inflata,,1.2,"White and Rees,1987"
Solanaceae,Solanum,stenotomum,,1.2,"Anderson et al.,1985"
Solanaceae,Solanum,catombelense,,1.2,"Bennett et al.,1976"
Solanaceae,Lycopersicon,pennellii,,1.24,"Arumuganathan and Earle,1991"
Solanaceae,Petunia,violacea,,1.3,"White and Rees,1987"
Solanaceae,Petunia,altiplana,,1.3,"Mishiba et al.,2000"
Solanaceae,Solanum,ptychanthum,,1.31,"Bai et al.,2012"
Solanaceae,Solanum,viarum,,1.3,"Bennett and Smith,1987"
Solanaceae,Hyoscyamus,reticulatus,,1.33,"Bou Dagher-Kharrat et al.,2013"
Solanaceae,Solanum,alatum,,1.4,"Bennett et al.,1976"
Solanaceae,Solanum,pseudocapsicum,,1.3,"Bennett et al.,1976"
Solanaceae,Petunia,integrifolia,subsp. inflata (R.E.Fr.),1.36,"Mishiba et al.,2000"
Solanaceae,Petunia,occidentalis,,1.39,"Mishiba et al.,2000"
Solanaceae,Petunia,axillaris,,1.4,"White and Rees,1987"
Solanaceae,Solanum,torvum,,1.4,"Bennett et al.,1976"
Solanaceae,Nicotiana,trigonophylla,,1.4,"Narayan,1987"
Solanaceae,Solanum,oxycarpum,,1.4,"Bennett et al.,1976"
Solanaceae,Calibrachoa,linoides,,1.43,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,dusenii,,1.43,"Mishiba et al.,2000"
Solanaceae,Petunia,reitzii,,1.44,"Mishiba et al.,2000"
Solanaceae,Petunia,saxicola,,1.44,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,eglandulata,,1.44,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,micrantha,,1.44,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,spathulata,,1.45,"Mishiba et al.,2000"
Solanaceae,Petunia,bonjardinensis,,1.45,"Mishiba et al.,2000"
Solanaceae,Petunia,scheideana,,1.47,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,ericaefolia,,1.47,"Mishiba et al.,2000"
Solanaceae,Petunia,helianthemoides,,1.47,"Mishiba et al.,2000"
Solanaceae,Petunia,kleinii,,1.47,"Mishiba et al.,2000"
Solanaceae,Petunia,variabilis,,1.47,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,serrulata,,1.48,"Mishiba et al.,2000"
Solanaceae,Petunia,pubescens,,1.48,"Mishiba et al.,2000"
Solanaceae,Petunia,bajeensis,,1.48,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,sendtneriana,,1.48,"Mishiba et al.,2000"
Solanaceae,Petunia,alpicola,,1.48,"Mishiba et al.,2000"
Solanaceae,Petunia,interior,,1.49,"Mishiba et al.,2000"
Solanaceae,Petunia,littoralis,,1.49,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,heterophylla,,1.49,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,selloviana,,1.49,"Mishiba et al.,2000"
Solanaceae,Petunia,riograndensis,,1.49,"Mishiba et al.,2000"
Solanaceae,Petunia,parodii,,1.5,"White and Rees,1985"
Solanaceae,Calibrachoa,macrodactylon,,1.51,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,linearis,,1.52,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,thymifolia,,1.52,"Mishiba et al.,2000"
Solanaceae,Solanum,abutiloides,,1.5,"Bennett et al.,1976"
Solanaceae,Solanum,fendleri,subsp. fendleri,1.5,"Bennett et al.,1976"
Solanaceae,Petunia,guarapuavensis,,1.53,"Mishiba et al.,2000"
Solanaceae,Calibrachoa,calycina,,1.54,"Mishiba et al.,2000"
Solanaceae,Nicotiana,obtusifolia,,1.55,"Leitch et al.,2008"
Solanaceae,Petunia,mantiqueirensis,,1.56,"Mishiba et al.,2000"
Solanaceae,Petunia,exserta,,1.57,"Mishiba et al.,2000"
Solanaceae,Lycianthes,asarifolia,,1.6,"Bennett et al.,1999"
Solanaceae,Calibrachoa,elegans,,1.6,"Mishiba et al.,2000"
Solanaceae,Lycium,elongatum,,1.61,"Stiefkens & Bernardello,2000"
Solanaceae,Calibrachoa,rupestris,,1.63,"Mishiba et al.,2000"
Solanaceae,Petunia,hybrida,cv. Blue Dandy,1.7,"Bennett and Smith,1976"
Solanaceae,Datura,quercifolia,,1.7,"Bennett and Smith,1976"
Solanaceae,Solanum,laciniatum,,1.8,"Bennett et al.,1976"
Solanaceae,Lycium,chilense,var. vergarae (Phil.) Bernardello,1.78,"Stiefkens & Bernardello,2000"
Solanaceae,Solanum,giganteum,,1.9,"Bennett et al.,1976"
Solanaceae,Lycium,infaustum,,1.92,"Stiefkens & Bernardello,2000"
Solanaceae,Atropa,belladonna,,2,"Olszewska and Osiecka,1983"
Solanaceae,Solanum,luteum,,2,"Bennett et al.,1976"
Solanaceae,Datura,stramonium,,2.09,"Kubešová et al.,2010"
Solanaceae,Solanum,tuberosum,,2.1,"Bennett and Smith,1976"
Solanaceae,Datura,meteloides,,2.1,"Bennett and Smith,1976"
Solanaceae,Lycium,barbarum,,2.18,"Chen et al.,2012"
Solanaceae,Nicotiana,setchellii,,2.2,"Narayan,1987"
Solanaceae,Nicotiana,glutinosa,,2.24,"Leitch et al.,2008"
Solanaceae,Solanum,retroflexum,,2.3,"Bennett et al.,1976"
Solanaceae,Lycium,pallidum,,2.27,"Chen et al.,2012"
Solanaceae,Datura,inoxia,,2.27,"Veselý et al.,2012"
Solanaceae,Datura,discolor,,2.3,"Bennett and Smith,1976"
Solanaceae,Datura,innoxia,,2.3,"Bennett and Smith,1976"
Solanaceae,Nicotiana,petunioides,,2.3,"Narayan,1987"
Solanaceae,Nicotiana,linearis,,2.3,"Narayan,1987"
Solanaceae,Nicotiana,palmerii,,2.4,"Narayan,1987"
Solanaceae,Hyoscyamus,muticus,,2.4,"Srivastava and Lavania,1987"
Solanaceae,Nicotiana,undulata,,2.42,"Leitch et al.,2008"
Solanaceae,Nicotiana,alata,,2.4,"Narayan,1987"
Solanaceae,Nicotiana,rotundifolia,,2.4,"Narayan,1987"
Solanaceae,Nicotiana,attenuata,,2.48,"Leitch et al.,2008"
Solanaceae,Solanum,demissum,,2.5,"Bennett et al.,1976"
Solanaceae,Physalis,alkekengi,,2.55,"Pustahija et al.,2013"
Solanaceae,Hyoscyamus,albus,,2.6,"Srivastava and Lavania,1987"
Solanaceae,Solanum,mammosum,,2.7,"Bennett et al.,1976"
Solanaceae,Nicotiana,sylvestris,,2.7,"Leitch et al.,2008"
Solanaceae,Lycium,ruthenicum,,2.73,"Chen et al.,2012"
Solanaceae,Nicotiana,tomentosiformis,,2.74,"Leitch et al.,2008"
Solanaceae,Nicotiana,wigandioides,,2.85,"Leitch et al.,2008"
Solanaceae,Nicotiana,miersii,,2.9,"Narayan,1987"
Solanaceae,Nicotiana,paniculata,,2.95,"Leitch et al.,2008"
Solanaceae,Nicotiana,corymbosa,,3,"Narayan,1987"
Solanaceae,Nicotiana,exigua,,3,"Narayan,1987"
Solanaceae,Nicotiana,occidentalis,,3,"Narayan,1987"
Solanaceae,Nicotiana,pauciflora,,3.1,"Narayan,1987"
Solanaceae,Solanum,nigrum,,3.1,"Pustahija et al.,2013"
Solanaceae,Solanum,robustum,,3.1,"Bennett et al.,1976"
Solanaceae,Nicotiana,gossei,,3.1,"Narayan,1987"
Solanaceae,Nicotiana,noctiflora,,3.2,"Narayan,1987"
Solanaceae,Capsicum,annuum,var. annuum,3.16,"Moscone et al.,2003"
Solanaceae,Nicotiana,knightiana,,3.16,"Leitch et al.,2008"
Solanaceae,Nicotiana,benthamiana,,3.2,"Narayan,1987"
Solanaceae,Nicotiana,forgetiana,,3.2,"Narayan,1987"
Solanaceae,Lycium,chinense,,3.22,"Chen et al.,2012"
Solanaceae,Nicotiana,maritima,,3.3,"Narayan,1987"
Solanaceae,Lycium,chilense,var. chilense,3.25,"Stiefkens & Bernardello,2000"
Solanaceae,Nicotiana,otophora,,3.3,"Narayan,1987"
Solanaceae,Nicotiana,acuminata,,3.3,"Narayan,1987"
Solanaceae,Nicotiana,tomentosa,,3.3,"Narayan,1987"
Solanaceae,Nicotiana,fragrans,,3.3,"Narayan,1987"
Solanaceae,Nicotiana,excelsior,,3.4,"Narayan,1987"
